MOIS,CLIENT_ID,pret_anterieur,compte_commercial,carte_MC,NSF,PH_autre_FI,sphere_epargne,sphere_financement,sphere_transaction,nb_produit,relation_BNC,vol_MC,vol_epargne,vol_financement,vol_transaction,TEF,mono_produit,PH
31Oct2018 0:00:00,00000000758424,0,0,1,1,1,1,0,1,2,12,19680,75000,,2150,2,0,0
31Mar2019 0:00:00,00000000971259,0,0,1,1,0,0,0,1,1,3,21100,,,1610,1,1,0
31Jan2019 0:00:00,00000000989011,1,0,0,0,1,1,1,1,3,10,,116000,301000,280,3,0,0
31Jan2019 0:00:00,00000000984422,1,1,1,0,0,0,0,1,1,17,19500,,,2680,1,1,0
31Mar2018 0:00:00,00000000873532,0,0,0,0,1,0,0,1,1,14,,,,3160,1,1,0
31Dec2018 0:00:00,00000000530314,0,0,0,0,0,1,0,1,2,10,,61000,,3380,2,0,0
31Mar2019 0:00:00,00000000797511,1,0,0,0,0,0,1,1,2,13,,,224000,1930,2,0,0
31Aug2018 0:00:00,00000000630862,0,0,1,0,1,0,0,1,1,18,16090,,,2140,1,1,0
28Feb2019 0:00:00,00000000912645,1,0,1,0,0,0,0,1,3,13,18870,,,2950,1,0,0
31May2018 0:00:00,00000000993709,1,0,1,0,0,0,1,1,2,7,14730,,230000,510,2,0,0
30Apr2018 0:00:00,00000000741259,0,1,1,0,0,0,0,1,1,13,26150,,,100,1,1,0
31Aug2018 0:00:00,00000000899338,0,1,0,0,0,1,0,1,2,17,,123000,,3260,2,0,0
31Jan2019 0:00:00,00000000842736,0,0,1,0,0,1,0,1,2,5,16670,109000,,1970,2,0,0
31Jan2019 0:00:00,00000000817839,0,0,0,0,0,0,0,1,1,9,,,,1290,1,1,0
31Oct2018 0:00:00,00000000792760,1,1,1,0,0,1,0,1,2,13,18270,137000,,2390,2,0,0
30Nov2018 0:00:00,00000000071956,0,0,1,0,0,0,0,1,1,4,21000,,,2570,1,1,0
31May2018 0:00:00,00000000803136,0,0,1,0,1,1,0,1,3,6,19220,90000,,2060,2,0,0
31Oct2018 0:00:00,00000000081916,0,0,0,0,0,0,1,1,2,14,,,495000,610,2,0,0
31Mar2018 0:00:00,00000000956088,0,0,1,0,1,0,1,1,2,10,17560,,437000,2430,2,0,0
30Jun2018 0:00:00,00000000069385,0,0,1,1,1,1,0,1,2,2,15270,127000,,1400,2,0,0
31Oct2018 0:00:00,00000000993112,0,0,0,0,1,0,0,1,2,5,,,,3510,1,0,0
31May2018 0:00:00,00000000934986,0,1,0,0,1,1,0,1,2,11,,112000,,2670,2,0,0
30Nov2018 0:00:00,00000000887665,0,0,0,0,0,0,0,1,1,10,,,,100,1,1,0
28Feb2019 0:00:00,00000000947129,0,0,1,0,0,0,0,1,2,13,24460,,,850,1,0,0
31Jan2019 0:00:00,00000000041082,0,0,1,0,0,1,0,1,2,10,15140,165000,,1970,2,0,0
31Jul2018 0:00:00,00000000995233,0,0,0,0,0,0,0,1,1,7,,,,2100,1,1,0
31May2018 0:00:00,00000000829300,1,0,0,0,0,0,0,1,2,15,,,,1500,1,0,0
30Apr2018 0:00:00,00000000976298,0,0,0,0,0,1,0,1,2,5,,184000,,830,2,0,0
31Dec2018 0:00:00,00000000109504,0,1,1,0,0,0,0,1,1,17,27690,,,3150,1,1,0
31May2018 0:00:00,00000000974602,0,1,0,0,0,0,0,1,1,11,,,,2960,1,1,0
28Feb2019 0:00:00,00000000609754,0,1,0,1,0,0,0,0,0,13,,,,,0,0,0
31Jan2019 0:00:00,00000000304408,0,0,1,0,1,0,0,1,1,9,20030,,,1510,1,1,0
31Oct2018 0:00:00,00000000883266,0,0,1,1,0,0,0,1,1,8,27220,,,1530,1,1,0
31Jul2018 0:00:00,00000000857767,0,0,0,0,1,0,1,1,2,10,,,369000,630,2,0,0
28Feb2019 0:00:00,00000000778361,0,0,0,0,0,0,1,1,2,8,,,434000,2850,2,0,0
30Jun2018 0:00:00,00000000800032,0,0,0,0,0,0,1,1,2,8,,,425000,2670,2,0,0
31Aug2018 0:00:00,00000000766762,0,0,0,0,0,0,0,1,1,11,,,,1760,1,1,0
28Feb2019 0:00:00,00000000804302,0,0,1,1,1,0,0,1,2,13,23270,,,2150,1,0,0
31Mar2018 0:00:00,00000000407355,0,0,0,0,0,0,1,1,2,13,,,555000,1170,2,0,0
31May2018 0:00:00,00000000060679,0,0,1,0,1,0,1,1,2,23,16120,,210000,1760,2,0,0
31Jan2019 0:00:00,00000000961161,0,0,0,0,0,0,1,1,2,12,,,386000,2260,2,0,0
31Mar2019 0:00:00,00000000658243,0,0,0,0,0,0,0,1,1,10,,,,1400,1,1,0
30Apr2018 0:00:00,00000000986380,0,0,0,0,0,0,0,1,1,9,,,,1670,1,1,0
28Feb2019 0:00:00,00000000637389,0,0,0,0,0,0,0,1,1,14,,,,2920,1,1,1
31May2018 0:00:00,00000000750042,0,0,0,0,0,1,0,1,2,3,,111000,,2060,2,0,0
30Sep2018 0:00:00,00000000935385,0,0,1,0,0,0,0,1,1,14,16570,,,2900,1,1,0
31Mar2019 0:00:00,00000000057464,0,0,0,0,0,0,0,1,1,0,,,,2490,1,1,0
31Dec2018 0:00:00,00000000910939,0,0,0,0,0,0,0,1,1,11,,,,2750,1,1,0
28Feb2019 0:00:00,00000000674862,0,0,0,0,0,1,1,1,3,15,,121000,677000,1750,3,0,1
31Mar2018 0:00:00,00000000533366,1,0,0,0,0,0,0,1,1,11,,,,2550,1,1,1
31Jan2019 0:00:00,00000000297370,0,1,0,0,0,1,1,0,2,5,,151000,432000,,2,0,0
30Nov2018 0:00:00,00000000744446,0,0,0,0,0,0,0,1,4,13,,,,3730,1,0,0
30Jun2018 0:00:00,00000000071265,1,0,0,0,1,0,0,1,2,6,,,,1140,1,0,0
31Dec2018 0:00:00,00000000829761,0,0,0,0,0,0,0,1,1,9,,,,3220,1,1,0
31Mar2019 0:00:00,00000000742877,0,0,0,0,1,0,0,1,3,11,,,,2370,1,0,0
31Jan2019 0:00:00,00000000027726,0,0,1,0,0,0,1,1,2,10,20220,,360000,1560,2,0,0
31Mar2018 0:00:00,00000000884213,0,0,0,0,0,0,1,1,2,12,,,229000,100,2,0,0
31Jul2018 0:00:00,00000000455382,0,0,0,0,0,0,0,1,1,6,,,,2950,1,1,0
30Jun2018 0:00:00,00000000824558,1,0,1,0,0,1,1,1,3,8,24580,132000,606000,2390,3,0,1
31Mar2019 0:00:00,00000000996132,0,0,0,0,0,0,0,1,2,13,,,,1920,1,0,0
31Aug2018 0:00:00,00000000909811,0,1,0,0,1,0,0,1,2,5,,,,1930,1,0,0
30Nov2018 0:00:00,00000000779262,0,1,1,0,0,1,0,1,2,6,21010,212000,,1790,2,0,1
31Aug2018 0:00:00,00000000734156,0,0,0,0,0,0,0,1,1,15,,,,1780,1,1,0
31Aug2018 0:00:00,00000000815336,0,0,0,0,0,1,0,1,2,7,,117000,,2510,2,0,0
30Jun2018 0:00:00,00000000524669,0,0,1,0,0,0,1,1,2,2,21320,,614000,4060,2,0,0
30Jun2018 0:00:00,00000000827461,0,0,0,0,1,1,0,1,2,11,,210000,,1680,2,0,0
31Jul2018 0:00:00,00000000995428,0,0,1,0,1,0,0,1,5,2,25010,,,890,1,0,0
31Oct2018 0:00:00,00000000909047,0,1,0,0,0,1,0,1,2,0,,183000,,1450,2,0,0
31May2018 0:00:00,00000000868959,0,1,0,0,0,0,1,1,2,11,,,387000,370,2,0,1
31Mar2018 0:00:00,00000000924370,0,0,1,0,0,0,0,1,1,9,25160,,,370,1,1,0
31Oct2018 0:00:00,00000000964445,0,0,1,0,0,1,1,1,4,12,12000,130000,689000,1220,3,0,1
30Nov2018 0:00:00,00000000855215,0,0,1,0,1,0,1,1,2,2,19080,,342000,1110,2,0,0
31Mar2019 0:00:00,00000000558682,0,0,0,0,1,1,0,1,2,5,,83000,,700,2,0,0
30Apr2018 0:00:00,00000000917950,0,0,0,0,1,0,1,1,2,14,,,540000,2570,2,0,0
30Jun2018 0:00:00,00000000931198,0,1,1,0,1,1,0,1,2,3,25980,126000,,1920,2,0,0
30Sep2018 0:00:00,00000000160610,0,0,0,0,1,1,0,1,2,8,,188000,,2640,2,0,0
30Apr2018 0:00:00,00000000855592,0,0,0,0,0,1,0,1,2,14,,173000,,2610,2,0,0
31Jan2019 0:00:00,00000000917012,0,1,1,0,1,0,0,1,1,16,20630,,,450,1,1,0
30Nov2018 0:00:00,00000000077964,0,0,0,0,1,1,0,1,2,4,,163000,,2920,2,0,0
31Aug2018 0:00:00,00000000698790,0,0,0,0,1,0,1,1,2,12,,,576000,2120,2,0,1
31Jan2019 0:00:00,00000000956437,0,0,0,0,1,1,0,1,3,10,,195000,,180,2,0,0
31Jul2018 0:00:00,00000000540887,0,0,0,0,1,0,0,1,1,8,,,,3230,1,1,0
31May2018 0:00:00,00000000892560,0,0,1,0,1,0,0,0,0,10,23790,,,,0,0,1
31Jan2019 0:00:00,00000000714927,0,0,0,0,0,0,1,1,2,20,,,725000,2190,2,0,0
31Aug2018 0:00:00,00000000391489,0,0,1,1,1,0,1,1,2,12,14010,,437000,1550,2,0,0
30Apr2018 0:00:00,00000000917095,0,0,0,0,0,1,0,1,2,0,,136000,,3140,2,0,0
30Apr2018 0:00:00,00000000345403,0,1,1,0,1,0,0,1,1,2,22860,,,1940,1,1,0
31Mar2019 0:00:00,00000000941477,0,0,0,0,1,0,0,1,1,20,,,,760,1,1,0
30Nov2018 0:00:00,00000000507113,0,0,0,0,0,0,1,1,2,10,,,267000,2520,2,0,0
31Dec2018 0:00:00,00000000664155,0,0,0,0,0,0,0,0,0,10,,,,,0,0,0
31Jul2018 0:00:00,00000000562501,0,0,0,0,1,0,1,1,3,5,,,373000,1320,2,0,0
31Oct2018 0:00:00,00000000991056,0,0,0,0,0,0,0,1,1,4,,,,3560,1,1,0
31Aug2018 0:00:00,00000000792154,0,1,1,0,0,1,1,1,3,10,20800,53000,650000,590,3,0,0
31Oct2018 0:00:00,00000000916547,0,0,1,0,1,0,0,1,1,7,26590,,,1560,1,1,0
31Mar2018 0:00:00,00000000961550,0,0,1,0,0,1,0,1,3,12,19400,73000,,1130,2,0,0
28Feb2019 0:00:00,00000000925169,1,0,1,0,1,1,0,0,1,17,25790,193000,,,1,1,0
30Jun2018 0:00:00,00000000510908,0,1,0,0,0,0,0,1,1,8,,,,2900,1,1,0
31Dec2018 0:00:00,00000000393090,0,0,1,0,0,0,1,1,3,6,21620,,584000,2230,2,0,1
31Aug2018 0:00:00,00000000861929,0,1,0,0,0,0,0,1,1,10,,,,100,1,1,0
31Aug2018 0:00:00,00000000855795,0,0,0,0,0,0,1,0,2,4,,,626000,,1,0,0
31Aug2018 0:00:00,00000000876189,1,0,0,0,0,1,0,1,2,7,,91000,,1480,2,0,0
31Mar2019 0:00:00,00000000746252,0,0,1,0,1,0,1,1,2,9,20920,,346000,1480,2,0,0
30Apr2018 0:00:00,00000000151429,0,0,0,0,0,1,0,1,2,8,,143000,,2260,2,0,0
31Jan2019 0:00:00,00000000618895,0,0,0,0,0,0,1,1,2,10,,,458000,550,2,0,0
31Mar2018 0:00:00,00000000239068,0,0,0,0,0,1,0,1,2,0,,242000,,1050,2,0,0
31Mar2019 0:00:00,00000000983797,0,0,0,0,1,0,0,1,2,14,,,,3110,1,0,0
30Apr2018 0:00:00,00000000808409,0,0,0,0,1,0,1,1,2,2,,,374000,1840,2,0,0
30Nov2018 0:00:00,00000000951187,0,0,0,0,1,0,0,1,2,4,,,,2020,1,0,0
28Feb2019 0:00:00,00000000982726,0,0,1,0,0,0,0,1,1,12,14660,,,1160,1,1,0
30Jun2018 0:00:00,00000000901391,0,0,0,0,0,0,1,1,2,15,,,401000,1910,2,0,0
31May2018 0:00:00,00000000479752,0,0,0,0,0,0,0,1,1,9,,,,2720,1,1,0
31Aug2018 0:00:00,00000000459923,0,0,1,0,0,0,0,1,1,0,19030,,,2140,1,1,0
31Oct2018 0:00:00,00000000992725,0,0,0,1,1,1,0,1,2,10,,147000,,1930,2,0,0
28Feb2019 0:00:00,00000000876930,0,0,0,0,0,0,1,1,2,8,,,619000,2340,2,0,1
31May2018 0:00:00,00000000881212,0,0,0,0,0,0,1,1,2,8,,,541000,2410,2,0,0
30Apr2018 0:00:00,00000000958457,0,0,0,0,0,0,0,1,1,7,,,,1380,1,1,0
31Dec2018 0:00:00,00000000679945,0,0,0,0,0,1,0,1,2,0,,82000,,410,2,0,0
31Dec2018 0:00:00,00000000779248,0,0,0,0,1,1,0,1,2,15,,100000,,1770,2,0,0
31Aug2018 0:00:00,00000000161769,1,0,1,0,0,1,0,1,2,6,18810,143000,,510,2,0,0
31Mar2019 0:00:00,00000000118816,0,0,0,0,1,0,1,0,1,10,,,566000,,1,1,0
31Jan2019 0:00:00,00000000772554,0,1,0,0,0,0,0,1,1,11,,,,3210,1,1,0
31Aug2018 0:00:00,00000000646746,0,0,0,0,0,0,0,1,1,10,,,,1550,1,1,0
30Sep2018 0:00:00,00000000880661,0,0,1,0,0,0,0,1,1,3,23170,,,2930,1,1,0
31Mar2018 0:00:00,00000000041683,1,1,1,0,0,0,0,1,1,12,18410,,,1090,1,1,0
31May2018 0:00:00,00000000927412,0,0,0,0,1,1,0,1,2,13,,204000,,1890,2,0,1
31Jan2019 0:00:00,00000000939191,0,0,0,0,0,0,0,1,1,8,,,,4210,1,1,0
30Sep2018 0:00:00,00000000959381,0,0,1,0,0,1,0,1,2,10,28680,81000,,610,2,0,0
31Jan2019 0:00:00,00000000804763,0,0,0,0,1,0,1,1,2,12,,,512000,1800,2,0,0
31May2018 0:00:00,00000000161274,0,1,0,0,1,0,0,1,1,5,,,,3200,1,1,0
28Feb2019 0:00:00,00000000460401,0,1,1,0,1,0,0,1,1,1,22220,,,2050,1,1,0
30Sep2018 0:00:00,00000000896430,0,0,0,0,0,0,1,1,2,15,,,459000,2860,2,0,1
30Nov2018 0:00:00,00000000658928,1,0,1,0,0,0,0,1,1,11,17510,,,1170,1,1,1
30Nov2018 0:00:00,00000000909080,0,1,1,0,0,0,0,1,1,6,20660,,,2510,1,1,0
30Apr2018 0:00:00,00000000021732,0,0,0,0,1,0,0,1,1,7,,,,1520,1,1,0
28Feb2019 0:00:00,00000000911498,0,0,0,1,0,1,1,1,3,9,,137000,603000,1160,3,0,0
31Aug2018 0:00:00,00000000878737,0,0,1,0,1,0,1,1,2,13,24140,,770000,2630,2,0,0
31Dec2018 0:00:00,00000000737938,0,0,0,0,0,1,0,1,2,5,,77000,,2740,2,0,0
31Dec2018 0:00:00,00000000756738,0,0,1,0,0,1,0,1,3,12,20750,103000,,1260,2,0,0
30Nov2018 0:00:00,00000000921064,0,0,0,0,0,0,0,1,1,10,,,,2490,1,1,0
31Mar2018 0:00:00,00000000506012,0,1,0,0,0,0,0,1,1,10,,,,3140,1,1,0
31May2018 0:00:00,00000000407468,0,0,0,1,1,0,0,1,1,15,,,,2900,1,1,0
31Jan2019 0:00:00,00000000892750,1,0,0,0,1,1,1,1,3,12,,63000,657000,420,3,0,0
28Feb2019 0:00:00,00000000956392,0,0,0,0,0,1,1,1,3,5,,155000,557000,2930,3,0,0
31Mar2018 0:00:00,00000000450845,0,0,0,0,1,1,0,1,2,0,,93000,,1400,2,0,0
30Apr2018 0:00:00,00000000796409,0,1,0,0,0,0,1,1,2,15,,,170000,2980,2,0,0
28Feb2019 0:00:00,00000000798267,0,1,0,0,1,0,0,1,3,2,,,,1800,1,0,0
31Oct2018 0:00:00,00000000981179,0,1,0,0,0,1,0,1,2,3,,103000,,2020,2,0,0
30Nov2018 0:00:00,00000000941674,0,0,1,0,1,0,1,1,2,11,21070,,615000,3100,2,0,0
30Sep2018 0:00:00,00000000937069,0,1,1,0,0,1,0,0,1,6,14710,124000,,,1,1,0
30Nov2018 0:00:00,00000000831566,0,0,0,0,1,1,0,1,2,14,,150000,,3460,2,0,0
28Feb2019 0:00:00,00000000624220,1,0,1,1,0,0,0,1,1,8,19700,,,700,1,1,0
30Jun2018 0:00:00,00000000986583,0,0,0,0,0,1,1,1,3,14,,89000,728000,1140,3,0,0
31May2018 0:00:00,00000000947650,0,0,1,0,1,0,0,1,1,7,20790,,,3520,1,1,0
30Apr2018 0:00:00,00000000869831,0,1,0,0,1,0,0,1,1,11,,,,1450,1,1,0
31Jan2019 0:00:00,00000000054768,0,1,0,0,1,0,1,1,2,12,,,508000,990,2,0,0
31Aug2018 0:00:00,00000000989642,0,0,0,0,1,0,0,1,1,11,,,,1870,1,1,0
30Apr2018 0:00:00,00000000871317,0,0,1,0,0,0,0,1,1,8,16640,,,2940,1,1,0
31Mar2019 0:00:00,00000000357693,0,0,0,0,1,0,0,1,1,0,,,,3200,1,1,0
30Apr2018 0:00:00,00000000695713,0,0,0,0,1,0,0,1,2,6,,,,3330,1,0,0
30Sep2018 0:00:00,00000000932965,0,1,0,0,1,0,0,1,1,5,,,,2000,1,1,0
30Sep2018 0:00:00,00000000903558,0,0,0,0,0,0,0,0,0,9,,,,,0,0,0
31Jul2018 0:00:00,00000000788027,0,0,0,0,1,0,0,1,2,13,,,,1470,1,0,0
31Mar2019 0:00:00,00000000591767,0,0,1,0,0,0,0,1,1,11,16730,,,1350,1,1,0
28Feb2019 0:00:00,00000000728358,0,0,1,1,1,0,1,1,3,14,18520,,668000,2310,2,0,0
31May2018 0:00:00,00000000162515,0,1,0,0,1,0,0,1,1,11,,,,4010,1,1,0
31Jul2018 0:00:00,00000000773834,0,0,1,0,0,1,0,1,2,14,11580,236000,,2760,2,0,0
31Jan2019 0:00:00,00000000009275,0,0,0,0,1,1,0,1,2,16,,71000,,100,2,0,0
31Mar2018 0:00:00,00000000881237,0,1,0,0,0,0,1,1,2,12,,,504000,3580,2,0,0
31Mar2019 0:00:00,00000000978526,0,1,0,0,1,0,0,1,1,14,,,,1790,1,1,0
30Sep2018 0:00:00,00000000836327,0,0,0,0,1,0,1,1,2,0,,,560000,3860,2,0,0
31Dec2018 0:00:00,00000000992678,0,0,1,0,1,0,1,1,2,11,13390,,408000,600,2,0,0
31May2018 0:00:00,00000000929375,1,1,1,0,0,0,0,1,1,9,22750,,,100,1,1,0
31May2018 0:00:00,00000000838814,0,1,0,0,1,1,1,1,3,11,,203000,578000,2160,3,0,0
31Mar2018 0:00:00,00000000975624,0,0,1,0,0,0,0,1,2,16,22540,,,1550,1,0,0
30Apr2018 0:00:00,00000000753376,0,1,0,0,1,1,0,1,2,7,,125000,,2580,2,0,0
30Jun2018 0:00:00,00000000819920,1,0,1,0,0,1,1,1,3,10,18550,115000,590000,610,3,0,0
30Apr2018 0:00:00,00000000787337,0,0,0,0,1,0,0,1,1,9,,,,300,1,1,1
30Nov2018 0:00:00,00000000793176,0,0,1,0,0,0,0,1,1,5,22340,,,1380,1,1,0
31Aug2018 0:00:00,00000000836670,0,0,0,0,0,0,1,1,2,9,,,616000,2860,2,0,1
31Mar2019 0:00:00,00000000452831,0,1,0,1,0,0,0,1,4,2,,,,2270,1,0,0
31Aug2018 0:00:00,00000000847187,0,0,0,0,0,1,0,1,2,9,,173000,,1920,2,0,0
31Oct2018 0:00:00,00000000664189,0,1,1,1,0,0,1,1,2,17,22610,,298000,1090,2,0,0
31Aug2018 0:00:00,00000000779719,0,1,1,0,0,1,1,1,3,13,18350,54000,618000,110,3,0,0
30Jun2018 0:00:00,00000000966488,0,0,0,0,1,0,0,1,1,15,,,,1550,1,1,0
31Jul2018 0:00:00,00000000038534,0,0,0,0,0,0,1,1,2,6,,,497000,2580,2,0,0
30Sep2018 0:00:00,00000000168657,0,1,1,0,0,1,0,1,2,14,12820,154000,,2380,2,0,0
30Sep2018 0:00:00,00000000975948,0,0,1,1,0,0,0,1,4,10,17540,,,2330,1,0,0
30Apr2018 0:00:00,00000000070895,0,1,0,0,1,0,0,1,1,6,,,,1240,1,1,0
31Jul2018 0:00:00,00000000972662,0,0,1,0,0,0,0,1,1,9,17160,,,700,1,1,0
31Aug2018 0:00:00,00000000932423,0,0,0,0,1,0,0,1,1,0,,,,2860,1,1,0
31Dec2018 0:00:00,00000000943217,0,0,1,0,0,0,1,1,2,10,22190,,560000,3480,2,0,1
31Mar2018 0:00:00,00000000743264,0,1,0,0,0,0,0,1,1,6,,,,1410,1,1,0
31Aug2018 0:00:00,00000000243316,0,0,1,0,0,0,0,1,1,10,24840,,,2290,1,1,0
31Jan2019 0:00:00,00000000488137,0,0,0,0,0,1,0,1,2,14,,154000,,100,2,0,0
31Jan2019 0:00:00,00000000324025,0,0,1,0,0,1,1,1,3,13,19630,74000,679000,1880,3,0,0
30Jun2018 0:00:00,00000000912092,1,0,1,0,0,0,0,1,1,13,19800,,,2310,1,1,0
31Jul2018 0:00:00,00000000890785,1,0,1,0,0,0,1,1,2,15,22720,,333000,2780,2,0,0
31Dec2018 0:00:00,00000000697431,0,0,1,0,0,0,0,1,1,11,16130,,,3080,1,1,0
31Oct2018 0:00:00,00000000842315,0,1,0,0,0,0,0,1,1,9,,,,1950,1,1,0
31Aug2018 0:00:00,00000000867100,0,0,0,0,0,0,0,1,4,2,,,,1980,1,0,0
30Sep2018 0:00:00,00000000922141,0,0,0,0,1,0,0,1,1,9,,,,1990,1,1,0
31Mar2018 0:00:00,00000000959851,0,1,0,0,0,0,0,1,3,9,,,,2440,1,0,0
31Mar2018 0:00:00,00000000607300,0,0,1,0,0,0,1,1,2,10,21440,,677000,2320,2,0,1
30Jun2018 0:00:00,00000000976049,1,0,0,0,1,1,0,1,2,127,,168000,,2580,2,0,0
30Nov2018 0:00:00,00000000817978,0,0,0,0,1,0,0,1,1,6,,,,3740,1,1,1
31Jan2019 0:00:00,00000000915251,0,0,0,0,1,0,0,1,1,21,,,,3060,1,1,0
31Jan2019 0:00:00,00000000932308,0,1,0,0,0,0,1,1,2,7,,,507000,1050,2,0,0
31Aug2018 0:00:00,00000000425601,0,0,0,0,1,1,0,1,2,13,,208000,,4150,2,0,1
31Mar2019 0:00:00,00000000984195,0,1,1,0,1,0,1,1,2,10,25530,,594000,2200,2,0,0
31Mar2019 0:00:00,00000000887974,0,1,0,0,0,0,1,1,2,0,,,747000,2520,2,0,0
31Jul2018 0:00:00,00000000755091,0,0,0,0,0,0,0,1,1,21,,,,740,1,1,0
30Nov2018 0:00:00,00000000525356,0,0,0,0,1,0,0,1,4,16,,,,3080,1,0,0
31Aug2018 0:00:00,00000000946870,0,0,0,0,1,0,0,1,1,6,,,,2090,1,1,0
31Dec2018 0:00:00,00000000369787,0,0,1,0,1,0,0,1,2,16,23500,,,2930,1,0,0
31Jul2018 0:00:00,00000000979309,0,0,0,0,1,1,0,1,2,6,,161000,,1600,2,0,0
31May2018 0:00:00,00000000719028,0,0,1,0,0,0,1,0,1,17,14240,,536000,,1,1,0
31Jul2018 0:00:00,00000000817563,0,0,1,0,0,0,0,1,1,3,21930,,,100,1,1,0
31Mar2019 0:00:00,00000000972247,0,0,0,0,0,0,0,1,1,16,,,,2480,1,1,0
31Jul2018 0:00:00,00000000866687,0,0,1,0,0,1,0,1,2,11,25740,171000,,2290,2,0,0
30Sep2018 0:00:00,00000000981532,0,0,0,0,1,1,0,1,3,8,,93000,,2030,2,0,0
28Feb2019 0:00:00,00000000447894,0,0,1,0,0,1,0,1,2,10,21350,133000,,980,2,0,0
31Jan2019 0:00:00,00000000869368,0,0,0,0,1,0,0,1,1,8,,,,1740,1,1,0
31Jul2018 0:00:00,00000000921659,1,0,1,0,0,1,0,1,2,10,19790,119000,,2990,2,0,0
30Nov2018 0:00:00,00000000837747,0,0,0,0,0,1,0,1,2,7,,67000,,2930,2,0,0
30Sep2018 0:00:00,00000000891583,0,0,1,0,0,1,0,1,2,4,15240,185000,,790,2,0,0
31Mar2018 0:00:00,00000000948307,0,0,0,0,0,0,0,1,1,5,,,,2150,1,1,0
31Jul2018 0:00:00,00000000140690,0,0,1,0,0,0,1,1,2,17,18110,,461000,1870,2,0,0
30Sep2018 0:00:00,00000000976253,0,0,0,0,1,0,0,1,3,17,,,,750,1,0,0
30Apr2018 0:00:00,00000000927929,0,0,1,0,0,1,1,1,3,0,16300,74000,557000,1660,3,0,0
31Jan2019 0:00:00,00000000869299,0,0,0,0,0,0,1,1,2,12,,,404000,2180,2,0,0
31Jan2019 0:00:00,00000000966349,0,0,0,0,0,0,0,1,3,13,,,,1220,1,0,0
30Sep2018 0:00:00,00000000945389,0,0,0,0,0,0,0,1,1,1,,,,1410,1,1,0
31Mar2018 0:00:00,00000000904870,0,1,1,0,1,0,0,1,1,0,20830,,,2570,1,1,0
31Mar2018 0:00:00,00000000951116,0,0,0,0,0,1,1,1,3,0,,185000,641000,2410,3,0,0
31Jan2019 0:00:00,00000000718386,0,0,0,0,0,1,1,1,3,13,,173000,443000,1090,3,0,1
31Mar2018 0:00:00,00000000971914,0,1,0,0,0,0,0,1,1,7,,,,2290,1,1,0
31Jul2018 0:00:00,00000000881814,0,0,1,0,0,1,1,1,3,13,15300,124000,531000,2170,3,0,0
31Dec2018 0:00:00,00000000810510,0,0,0,0,1,1,1,1,3,9,,225000,616000,1370,3,0,1
28Feb2019 0:00:00,00000000929356,0,1,0,0,0,0,0,1,2,3,,,,640,1,0,0
31Mar2018 0:00:00,00000000888301,0,0,0,0,0,0,0,1,1,19,,,,1660,1,1,0
30Nov2018 0:00:00,00000000972358,0,1,0,0,0,1,0,1,2,7,,128000,,100,2,0,0
31Jul2018 0:00:00,00000000994392,0,0,0,0,0,0,0,1,1,13,,,,510,1,1,0
30Sep2018 0:00:00,00000000988304,0,1,0,0,1,1,0,1,2,11,,206000,,1490,2,0,0
31Mar2019 0:00:00,00000000868361,0,0,1,0,1,0,1,1,2,6,17760,,774000,1710,2,0,0
31Aug2018 0:00:00,00000000938783,1,0,1,0,1,0,0,1,1,10,13610,,,3230,1,1,0
31Dec2018 0:00:00,00000000947600,0,0,0,0,0,0,0,1,1,3,,,,340,1,1,0
28Feb2019 0:00:00,00000000584259,0,0,0,1,1,1,0,1,2,14,,135000,,2320,2,0,0
31Mar2018 0:00:00,00000000957536,0,0,0,0,1,0,0,1,1,10,,,,2180,1,1,0
31Mar2019 0:00:00,00000000980515,0,0,1,0,0,0,0,1,1,8,21950,,,580,1,1,0
28Feb2019 0:00:00,00000000716634,0,0,0,0,0,0,0,1,1,12,,,,530,1,1,0
28Feb2019 0:00:00,00000000962911,0,0,0,0,0,0,1,1,2,19,,,579000,1110,2,0,0
31Dec2018 0:00:00,00000000965865,0,1,1,0,1,1,0,1,2,7,16440,70000,,3630,2,0,0
31Mar2019 0:00:00,00000000700349,0,0,1,0,1,1,1,1,4,2,16170,190000,565000,2290,3,0,0
31Mar2018 0:00:00,00000000578589,0,0,0,0,0,0,1,1,2,10,,,535000,1720,2,0,0
31Dec2018 0:00:00,00000000919842,0,0,0,0,0,0,0,1,1,10,,,,2670,1,1,0
30Sep2018 0:00:00,00000000917760,0,0,0,0,1,1,0,1,2,13,,153000,,1690,2,0,1
31Mar2018 0:00:00,00000000888934,0,0,0,0,0,1,0,1,2,23,,122000,,3640,2,0,0
31Mar2019 0:00:00,00000000137924,0,1,1,0,0,1,0,1,2,13,14750,122000,,2400,2,0,0
31Jan2019 0:00:00,00000000698314,0,0,1,0,0,0,0,1,5,4,14680,,,2900,1,0,0
31Mar2019 0:00:00,00000000988914,0,0,1,0,1,0,1,1,2,1,16550,,426000,1580,2,0,0
30Sep2018 0:00:00,00000000985024,0,0,0,0,0,0,0,1,3,2,,,,1700,1,0,0
30Apr2018 0:00:00,00000000726361,0,1,0,0,0,0,0,1,1,12,,,,1440,1,1,0
31May2018 0:00:00,00000000933907,0,0,1,0,1,1,0,1,2,14,20300,38000,,1160,2,0,0
30Jun2018 0:00:00,00000000698015,0,0,1,0,0,0,0,0,0,5,20980,,,,0,0,0
